image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000148206.jpg,Question: What factors can influence a surfer's performance and enjoyment of this beach? Answer:,"Water, sand, sun, wave","Water quality, weather, and wave conditions",1,"Water, sand, sun, wave","Water quality, weather, and wave conditions"
http://images.cocodataset.org/train2017/000000338385.jpg,"Question: How are horse-drawn carriages significant in history, and what are their modern-day uses? Answer:",You drive a horse-drawn carriage with a rider,"A carriage is a vehicle used for transportation, especially for moving people and goods",2,"A carriage is a vehicle used for transportation, especially for moving people and goods",You drive a horse-drawn carriage with a rider
http://images.cocodataset.org/train2017/000000252998.jpg,Question: What is this photo about'? Answer:,"In the words of the famous computer expert, jeff beck, who's been working with jfk in new york city, the two are really going to need coffee",A bunch of people at a desk,2,A bunch of people at a desk,"In the words of the famous computer expert, jeff beck, who's been working with jfk in new york city, the two are really going to need coffee"
http://images.cocodataset.org/train2017/000000473231.jpg,Question: What might the two men be discussing or observing while standing with their surfboards? Answer:,Nothing,The surf is breaking - the man on the left is holding his board - the man on the right is holding the surf bag - the waves are huge - surf is coming in - the tide is turning - the man on the right is carrying the surf,2,The surf is breaking - the man on the left is holding his board - the man on the right is holding the surf bag - the waves are huge - surf is coming in - the tide is turning - the man on the right is carrying the surf,Nothing
http://images.cocodataset.org/train2017/000000322847.jpg,Question: Write a detailed description of the given image. Answer:,,A bear in a basket,1,,A bear in a basket
http://images.cocodataset.org/train2017/000000152501.jpg,Question: What could the people in the room be engaging in that makes their bonding time enjoyable? Answer:,Playing that wii.,Playing video games,2,Playing video games,Playing that wii.
http://images.cocodataset.org/train2017/000000436078.jpg,Question: What may be the purpose of this gathering? Answer:,This may be a gathering for folks who enjoy riding their horses in a field in one's yard.,It is a horse show,2,It is a horse show,This may be a gathering for folks who enjoy riding their horses in a field in one's yard.
http://images.cocodataset.org/train2017/000000432395.jpg,Question: What potential uses could these peripherals suggest for the user? Answer:,"The new mouse is certainly superior to the keyboard in that function, but is also potentially very versatile. The keyboard and mouse must be joined on a system because they are so clearly and so completely connected to one another.",All sorts of things.,2,All sorts of things.,"The new mouse is certainly superior to the keyboard in that function, but is also potentially very versatile. The keyboard and mouse must be joined on a system because they are so clearly and so completely connected to one another."
http://images.cocodataset.org/train2017/000000555022.jpg,Question: What is the overall appearance of the living room? Answer:,The room is a bit of a mess – not very organized,The overall appearance of the living room is pink.,2,The overall appearance of the living room is pink.,The room is a bit of a mess – not very organized
http://images.cocodataset.org/train2017/000000579947.jpg,Question: Write a detailed description of the given image. Answer:,I had a surfer waiting for his family. They were all in line for the waves,"""A boy carrying his surfboard on the beach""",2,"""A boy carrying his surfboard on the beach""",I had a surfer waiting for his family. They were all in line for the waves
http://images.cocodataset.org/train2017/000000365021.jpg,Question: What's happening in the scene? Answer:,Two snowboarders doing jumps off a hill,People riding snowboards in the snow,2,People riding snowboards in the snow,Two snowboarders doing jumps off a hill
http://images.cocodataset.org/train2017/000000053803.jpg,"Question: Considering the limited space in the parking lot, what might be an issue for the person with the bicycle if they need to leave? Answer:","I've only been on one parking lot in NYC with a bike lane, but perhaps it wouldn't be as bad as he thinks","It is quite possible to park a motorcycle and a scooter in the parking lot, which is designed for parking cars.",1,"I've only been on one parking lot in NYC with a bike lane, but perhaps it wouldn't be as bad as he thinks","It is quite possible to park a motorcycle and a scooter in the parking lot, which is designed for parking cars."
http://images.cocodataset.org/train2017/000000499545.jpg,Question: What potential effect might the statues have on visitors at the park at night? Answer:,the statues have no effect on visitors at night,"It is hard to imagine them as a threat, although they might be an attraction",2,"It is hard to imagine them as a threat, although they might be an attraction",the statues have no effect on visitors at night
http://images.cocodataset.org/train2017/000000294020.jpg,"Question: What is the importance of safety measures, such as wearing gloves, in a factory setting? Answer:",Safety regulations should be enforced to provide safety and protection to all employees on the factory floor Safety regulations should be enforced to provide safety and protection to all employees,"Glove use is important because it protects workers from cuts, burns and other injuries",2,"Glove use is important because it protects workers from cuts, burns and other injuries",Safety regulations should be enforced to provide safety and protection to all employees on the factory floor Safety regulations should be enforced to provide safety and protection to all employees
http://images.cocodataset.org/train2017/000000223595.jpg,Question: What is an important skill the young boy is learning from this activity? Answer:,hitting the ball,Tossing the baseball,2,Tossing the baseball,hitting the ball
http://images.cocodataset.org/train2017/000000287881.jpg,Question: Why might the smaller bowl of sauce be provided separately rather than being mixed into the main dish? Answer:,Because the smaller bowl is not for dining in but rather for mixing with a spoon,To reduce the amount of liquid in the main dish,2,To reduce the amount of liquid in the main dish,Because the smaller bowl is not for dining in but rather for mixing with a spoon
http://images.cocodataset.org/train2017/000000176765.jpg,Question: Can you explain more about buses being connected together? Answer:,"Yes, they are called tram roads","Yes, you can see the passenger cars connecting on the street!",2,"Yes, you can see the passenger cars connecting on the street!","Yes, they are called tram roads"
http://images.cocodataset.org/train2017/000000032074.jpg,Question: Can you elaborate on the elements of the picture provided? Answer:,There's a group of people in a commercial kitchen.,Yes,2,Yes,There's a group of people in a commercial kitchen.
http://images.cocodataset.org/train2017/000000180087.jpg,Question: What important factor can affect the effectiveness of this meeting? Answer:,people are gathering at a table,The presence of the chairman,2,The presence of the chairman,people are gathering at a table
http://images.cocodataset.org/train2017/000000058580.jpg,Question: What skills can children develop while playing the video game with the Wii remote controls? Answer:,The ability to move about and interact with others in different ways.,A child can play the video game with the Wii remote controllers.,2,A child can play the video game with the Wii remote controllers.,The ability to move about and interact with others in different ways.
http://images.cocodataset.org/train2017/000000216507.jpg,Question: How is the television set up for an enhanced viewing experience in this living room? Answer:,With video games on,The TV is set up in a way that is conducive to the enhanced viewing experience,2,The TV is set up in a way that is conducive to the enhanced viewing experience,With video games on
http://images.cocodataset.org/train2017/000000132552.jpg,Question: What potential activities could someone engage in using this entertainment system? Answer:,watching a computer game,A video game,1,watching a computer game,A video game
http://images.cocodataset.org/train2017/000000497033.jpg,"Question: What is the role of an aircraft mechanic, and why is their work important? Answer:","a pilot's lifeI believe I read something about having a friend or someone they trust be their voice for the entire surgery.  A parent/guardian may also be their voice.  For me, when I was an undergrad, my mom",It is a person who works with aircrafts to keep them working correctly,2,It is a person who works with aircrafts to keep them working correctly,"a pilot's lifeI believe I read something about having a friend or someone they trust be their voice for the entire surgery.  A parent/guardian may also be their voice.  For me, when I was an undergrad, my mom"
http://images.cocodataset.org/train2017/000000318594.jpg,Question: Why might a cat be interested in watching a video of birds on television? Answer:,Because the TV remote is being clicked and clacked away while the cat is watching the birds,It's a good way to keep them busy.,2,It's a good way to keep them busy.,Because the TV remote is being clicked and clacked away while the cat is watching the birds
http://images.cocodataset.org/train2017/000000475578.jpg,Question: Is the pizza on a table or a different surface? Answer:,"On a plate, pizza isn't on a table,","A pizza is on a table, but the pizza is on a plate.",2,"A pizza is on a table, but the pizza is on a plate.","On a plate, pizza isn't on a table,"
http://images.cocodataset.org/train2017/000000480575.jpg,Question: Can you describe the main features of this image for me? Answer:,the people on the street standing under the umbrella.,A group of people standing in a street while holding umbrellas,2,A group of people standing in a street while holding umbrellas,the people on the street standing under the umbrella.
http://images.cocodataset.org/train2017/000000476642.jpg,Question: How can one improve the functionality and design of this bathroom? Answer:,Install a glass shower. You and your guests will find it more entertaining than that of a conventional shower. Photo is a sample of a finished remodel of such a space,This is just fine.,2,This is just fine.,Install a glass shower. You and your guests will find it more entertaining than that of a conventional shower. Photo is a sample of a finished remodel of such a space
http://images.cocodataset.org/train2017/000000280971.jpg,"Question: How many bedrooms are there in the apartment for rent, and what is the monthly rental fee? Answer:",$835 / month rent includes one parking space,12,1,$835 / month rent includes one parking space,12
http://images.cocodataset.org/train2017/000000298060.jpg,Question: Why might the bird visit a field of grass like this? Answer:,Some of my research suggests these birds may travel long distances and stop at a suitable nesting site,It is likely that the bird is in search of food in these grassy areas since they are often found alone and away from other birds,1,Some of my research suggests these birds may travel long distances and stop at a suitable nesting site,It is likely that the bird is in search of food in these grassy areas since they are often found alone and away from other birds
http://images.cocodataset.org/train2017/000000380500.jpg,Question: Why might the giraffe be sticking its tongue out? Answer:,"Eating food, of course!!",,1,"Eating food, of course!!",
http://images.cocodataset.org/train2017/000000063900.jpg,Question: Can you describe a typical skate park? Answer:,The skate parks in North America have evolved from the original wooden skate parks that were located in the streets of small communities; they were built by skaters whose families owned shop space in the park and were attracted when the skate park appeared to be popular.,"There's a lot of different types of skate parks, but the most common is probably a concrete bowl, where you bowl up and down concrete steps",2,"There's a lot of different types of skate parks, but the most common is probably a concrete bowl, where you bowl up and down concrete steps",The skate parks in North America have evolved from the original wooden skate parks that were located in the streets of small communities; they were built by skaters whose families owned shop space in the park and were attracted when the skate park appeared to be popular.
http://images.cocodataset.org/train2017/000000137617.jpg,Question: What is the difference between polo and horse racing? Answer:,polo is a type of horse racing,There is no difference. Both are horse racing.,2,There is no difference. Both are horse racing.,polo is a type of horse racing
http://images.cocodataset.org/train2017/000000439185.jpg,Question: Why is it important for motorcyclists to wear protective gear while riding? Answer:,because riding safely requires more than good riding skills,"Because they are on the road, and the road is not a safe place for anyone to ride; wearing a helmet and a good pair of gloves can help to protect the rider and other motorists from any serious injuries.",2,"Because they are on the road, and the road is not a safe place for anyone to ride; wearing a helmet and a good pair of gloves can help to protect the rider and other motorists from any serious injuries.",because riding safely requires more than good riding skills
http://images.cocodataset.org/train2017/000000407092.jpg,Question: What do you see happening in this image? Answer:,"""They are getting their kit off, heading up the snow""",A group of people skiing down a slope,2,A group of people skiing down a slope,"""They are getting their kit off, heading up the snow"""
http://images.cocodataset.org/train2017/000000159128.jpg,Question: What is the setting of the image? Answer:,"The people are on a small bbq, cooking their food",It's a bbq,2,It's a bbq,"The people are on a small bbq, cooking their food"
http://images.cocodataset.org/train2017/000000561446.jpg,Question: What might be the elephant's feelings in this environment? Answer:,"Perhaps fear or disgust at the food-and-water situation, or possibly a bit of a sense of humor!",probably not very happy.,2,probably not very happy.,"Perhaps fear or disgust at the food-and-water situation, or possibly a bit of a sense of humor!"
http://images.cocodataset.org/train2017/000000222016.jpg,"Question: What could be a possible reason for using a phone booth, considering the prevalence of mobile phones nowadays? Answer:","Phone booth, presumably a telephone booth, for some time",for the sound of the ringing telephone!,2,for the sound of the ringing telephone!,"Phone booth, presumably a telephone booth, for some time"
http://images.cocodataset.org/train2017/000000189351.jpg,Question: What is the purpose of parking meters? Answer:,for people to not find spots in the city for free..,To keep people off the street illegally,2,To keep people off the street illegally,for people to not find spots in the city for free..
http://images.cocodataset.org/train2017/000000501118.jpg,Question: How can walking a dog in snowy weather be beneficial for both the owner and the dog? Answer:,1/2 hour walk once in a while is a treat for bothHow does she plan to handle multiple babies? Will she hire babysitters while the kids are in daycare and work at night while the kids are in daycare. This is,It's not,2,It's not,1/2 hour walk once in a while is a treat for bothHow does she plan to handle multiple babies? Will she hire babysitters while the kids are in daycare and work at night while the kids are in daycare. This is
http://images.cocodataset.org/train2017/000000287781.jpg,Question: Is this arrangement associated with a specific type of venue? Answer:,no restaurant patio,no,2,no,no restaurant patio
http://images.cocodataset.org/train2017/000000504980.jpg,Question: What are some common ingredients used to make a blueberry cheesecake? Answer:,1 cup of sugar,blueberries and sugar,1,1 cup of sugar,blueberries and sugar
http://images.cocodataset.org/train2017/000000545689.jpg,Question: Why is the body of water an important resource for the elephants? Answer:,To cool down for a quick swim,It keeps them from getting eaten by crocodiles.,2,It keeps them from getting eaten by crocodiles.,To cool down for a quick swim
http://images.cocodataset.org/train2017/000000334187.jpg,Question: What are the key elements in this picture? Answer:,"Cake, knives, plates, cup, knife handle",The hands cutting the cake,2,The hands cutting the cake,"Cake, knives, plates, cup, knife handle"
http://images.cocodataset.org/train2017/000000305746.jpg,Question: What could be the reason for this event taking place? Answer:,"Firefighters practice extinguishing the fire, that may have been put out.",Firefighters from our city,2,Firefighters from our city,"Firefighters practice extinguishing the fire, that may have been put out."
http://images.cocodataset.org/train2017/000000370918.jpg,Question: What activities might people be engaged in during their break at the bottom of the mountain? Answer:,They are waiting for lifts to come down the mountain,Snowboarding,1,They are waiting for lifts to come down the mountain,Snowboarding
http://images.cocodataset.org/train2017/000000487007.jpg,Question: What might be the reason behind the woman's actions? Answer:,I think she enjoys the meal,she is just so hungry and desperate for food,2,she is just so hungry and desperate for food,I think she enjoys the meal
http://images.cocodataset.org/train2017/000000296157.jpg,Question: What is the purpose of displaying the doughnuts in such a manner? Answer:,To make one suspect,To demonstrate the quality of the doughnuts.,1,To make one suspect,To demonstrate the quality of the doughnuts.
http://images.cocodataset.org/train2017/000000571780.jpg,Question: What do you see happening in this image? Answer:,"The kids are flying kites, and not in the middle of a desert",People flying kites,2,People flying kites,"The kids are flying kites, and not in the middle of a desert"
http://images.cocodataset.org/train2017/000000421848.jpg,Question: Why might these giraffes be together in the field? Answer:,"They're not, but these two giraffes did have a conversation while on safari",The two of them are standing next to each other while one of them is walking.,2,The two of them are standing next to each other while one of them is walking.,"They're not, but these two giraffes did have a conversation while on safari"
http://images.cocodataset.org/train2017/000000209563.jpg,Question: What might be the reasons behind the shared meal and conversation among these individuals? Answer:,Food,They're all having fun!,1,Food,They're all having fun!
http://images.cocodataset.org/train2017/000000206791.jpg,Question: What are the potential benefits of having a microwave with a built-in toaster? Answer:,You get a larger capacity than you'd typically see on a countertop microwave with two different functions,An,1,You get a larger capacity than you'd typically see on a countertop microwave with two different functions,An
http://images.cocodataset.org/train2017/000000555910.jpg,Question: What factors might make this kitchen convenient for cooking and preparing meals? Answer:,"Well, this is one of the factors I would include in consideration for choosing a particular type of kitchen. A kitchen should allow good ventilation, a comfortable interior to work in and good plumbing.",The kitchen's size,2,The kitchen's size,"Well, this is one of the factors I would include in consideration for choosing a particular type of kitchen. A kitchen should allow good ventilation, a comfortable interior to work in and good plumbing."
http://images.cocodataset.org/train2017/000000277663.jpg,Question: What could be the possible reason for the cat to sit or stand on the couch armrest or back? Answer:,Perhaps resting for food,The cat is relaxing or resting,2,The cat is relaxing or resting,Perhaps resting for food
http://images.cocodataset.org/train2017/000000346366.jpg,Question: What is this photo about'? Answer:,A sheep festival in central Italy,A herd of sheep are pictured in the background and the camera is in front of them.,2,A herd of sheep are pictured in the background and the camera is in front of them.,A sheep festival in central Italy
http://images.cocodataset.org/train2017/000000202490.jpg,Question: Explain the visual content of the image in great detail. Answer:,The image consists primarily of a group of girls playing a soccer game,A soccer player,2,A soccer player,The image consists primarily of a group of girls playing a soccer game
http://images.cocodataset.org/train2017/000000304440.jpg,Question: What do you see happening in this image? Answer:,You see that three ingredients are all in different places to put them in a pie to help it to come out the way you want it.,This is a pie filling being prepared for a pie,2,This is a pie filling being prepared for a pie,You see that three ingredients are all in different places to put them in a pie to help it to come out the way you want it.
http://images.cocodataset.org/train2017/000000045181.jpg,Question: What are some tips for homeowners looking to enhance a small bathroom like the one in the image? Answer:,We talked to an expert with a house design studio,Use a long shower curtain or a shower curtain that is in a different pattern than the tile and shower curtain rod,2,Use a long shower curtain or a shower curtain that is in a different pattern than the tile and shower curtain rod,We talked to an expert with a house design studio
http://images.cocodataset.org/train2017/000000430455.jpg,Question: What potential motivation might there be for the man walking alongside the bicycle instead of riding it? Answer:,"This is a common scene in many South Korean cities. | Source: I travel a lot here. | Image by David L. Ryan, All Photos: © 2005 – 2016 the Travel Writer",Perhaps he's just a very polite person,2,Perhaps he's just a very polite person,"This is a common scene in many South Korean cities. | Source: I travel a lot here. | Image by David L. Ryan, All Photos: © 2005 – 2016 the Travel Writer"
http://images.cocodataset.org/train2017/000000488747.jpg,Question: How can you differentiate between a bull and a cow? Answer:,"You can't. This is a cow, and is about to eat food from a box.",Bull,2,Bull,"You can't. This is a cow, and is about to eat food from a box."
http://images.cocodataset.org/train2017/000000073513.jpg,Question: Is the man standing in front of a batting cage or directly on the field? Answer:,Directly on the field,"He is standing directly on the field, with the batting cage in the background.",2,"He is standing directly on the field, with the batting cage in the background.",Directly on the field
http://images.cocodataset.org/train2017/000000459151.jpg,Question: What might be the reason behind the man's happiness? Answer:,He probably is gay!,He is about to use the restroom.,2,He is about to use the restroom.,He probably is gay!
http://images.cocodataset.org/train2017/000000228505.jpg,Question: What are the possible challenges and risks a surfer could face in this situation? Answer:,It's very possible that this individual will get hurt and possibly need medical treatment,,2,,It's very possible that this individual will get hurt and possibly need medical treatment
http://images.cocodataset.org/train2017/000000445500.jpg,Question: Can you describe the main features of this image for me? Answer:,"Large, dark blue",A family posing for a photo in front of a bus.,2,A family posing for a photo in front of a bus.,"Large, dark blue"
http://images.cocodataset.org/train2017/000000393592.jpg,Question: What message does this image convey about age and gaming? Answer:,It conveys an image about the ages of two women and a man,"""The message is: ""I am still good at video games.""'",2,"""The message is: ""I am still good at video games.""'",It conveys an image about the ages of two women and a man
http://images.cocodataset.org/train2017/000000191350.jpg,Question: What are some essential skills and techniques needed in surfing? Answer:,"To look badass, obviously",Knowing how to stand up and hold a surfboard,2,Knowing how to stand up and hold a surfboard,"To look badass, obviously"
http://images.cocodataset.org/train2017/000000449384.jpg,Question: What might be the reason for the little girl and her mother to be walking with an umbrella? Answer:,"A street of small trees lined with parking lots; another woman coming out of the house wearing a skirt of shiny black leather, also being followed by the girl holding the umbrella; and a mother with two young boys, probably going to pick up one of",because it's raining.,2,because it's raining.,"A street of small trees lined with parking lots; another woman coming out of the house wearing a skirt of shiny black leather, also being followed by the girl holding the umbrella; and a mother with two young boys, probably going to pick up one of"
http://images.cocodataset.org/train2017/000000055514.jpg,Question: What potential risks should the skier be aware of and precautions should be taken? Answer:,It is important for skiers and snowboarders to be aware of the risks inherent in the sport of skiing or snowboarding,A skier should be aware of the potential risks and precautions,1,It is important for skiers and snowboarders to be aware of the risks inherent in the sport of skiing or snowboarding,A skier should be aware of the potential risks and precautions
http://images.cocodataset.org/train2017/000000578652.jpg,Question: What are the benefits of displaying bananas in this manner? Answer:,"Most bananas are underdeveloped in these environments, making them vulnerable to mold, fungal growth and browning","The bananas are fresh, and the display makes the bananas more attractive",2,"The bananas are fresh, and the display makes the bananas more attractive","Most bananas are underdeveloped in these environments, making them vulnerable to mold, fungal growth and browning"
http://images.cocodataset.org/train2017/000000501138.jpg,Question: What is this photo about'? Answer:,a working cubicle,a cubicle in an office,2,a cubicle in an office,a working cubicle
http://images.cocodataset.org/train2017/000000367836.jpg,"Question: Based on the image, can you describe the cat's possible reactions or emotions toward the luggage? Answer:","he might be asking if there are any snacks in it, while the bag he's sitting on may contain the food","Probably ""I am not sure, but I think I am going to attack you""",2,"Probably ""I am not sure, but I think I am going to attack you""","he might be asking if there are any snacks in it, while the bag he's sitting on may contain the food"
http://images.cocodataset.org/train2017/000000392526.jpg,Question: Write a detailed description of the given image. Answer:,In this image the man is enjoying a pastry at a cafe,The man in the black jacket holding a donut on an urban street.,2,The man in the black jacket holding a donut on an urban street.,In this image the man is enjoying a pastry at a cafe
http://images.cocodataset.org/train2017/000000317527.jpg,Question: What is the dog doing on the bed? Answer:,the dog is laying its head on the bed to relax,He is sleeping!,2,He is sleeping!,the dog is laying its head on the bed to relax
http://images.cocodataset.org/train2017/000000391065.jpg,Question: What might be the inspiration behind this arrangement of wine and glasses? Answer:,"a wine tasting, of course",a wine tasting,1,"a wine tasting, of course",a wine tasting
http://images.cocodataset.org/train2017/000000426088.jpg,Question: What reasons might the woman have for adjusting or removing her tie? Answer:,,she might be trying to hide her bra or panties,2,she might be trying to hide her bra or panties,
http://images.cocodataset.org/train2017/000000153985.jpg,Question: How do the working environments of the two pairs of men in the image differ? Answer:,The left guy is working at a desk with a clock on the wall. The right guy works at a desk with pens on it. What else is common?,"They are different, but not significantly",2,"They are different, but not significantly",The left guy is working at a desk with a clock on the wall. The right guy works at a desk with pens on it. What else is common?
http://images.cocodataset.org/train2017/000000496977.jpg,Question: What is unique about the laptop's appearance compared to typical laptops? Answer:,The laptop was given this design as a gift from her boyfriend.,The silver pattern is unique,2,The silver pattern is unique,The laptop was given this design as a gift from her boyfriend.
http://images.cocodataset.org/train2017/000000500214.jpg,Question: What kind of parental care might elephants provide to their young? Answer:,The elephants would walk next to the young,"Lots of love, according to the animal's body language",2,"Lots of love, according to the animal's body language",The elephants would walk next to the young
http://images.cocodataset.org/train2017/000000019719.jpg,Question: How well do the zebras camouflage within their pen? Answer:,It is impossible for zebras to hide!,They look like they were born to be zebras,2,They look like they were born to be zebras,It is impossible for zebras to hide!
http://images.cocodataset.org/train2017/000000286129.jpg,"Question: What crucial moment in the soccer game is taking place, and why is it crucial? Answer:",This picture,"the ball has been kicked in the air for a split second, and the ball has hit the ground as a result.",2,"the ball has been kicked in the air for a split second, and the ball has hit the ground as a result.",This picture
http://images.cocodataset.org/train2017/000000016448.jpg,Question: What is the primary purpose of shearing a sheep? Answer:,To remove the wool to help the animal keep cool in a hot climate,To remove its wool,2,To remove its wool,To remove the wool to help the animal keep cool in a hot climate
http://images.cocodataset.org/train2017/000000053660.jpg,Question: How can the presence of potted plants on the court affect the players' performance and overall experience? Answer:,That part of the court is called the court side line,it can.,2,it can.,That part of the court is called the court side line
http://images.cocodataset.org/train2017/000000451809.jpg,Question: Why is it important to have a toilet bowl plunger in a restroom? Answer:,So someone can use it,To keep urine from leaking out while the toilet is being flushed,2,To keep urine from leaking out while the toilet is being flushed,So someone can use it
http://images.cocodataset.org/train2017/000000123038.jpg,Question: What advice could help improve the players' experience during a mixed doubles tennis match? Answer:,,"In doubles, the partner should concentrate on blocking the serves, if possible, and then returning the ball to the other partner.",2,"In doubles, the partner should concentrate on blocking the serves, if possible, and then returning the ball to the other partner.",
http://images.cocodataset.org/train2017/000000248995.jpg,Question: Why might someone create a dessert pizza with marshmallows and caramel sauce? Answer:,Because it is delicious,Some people like to be weird and different,2,Some people like to be weird and different,Because it is delicious
http://images.cocodataset.org/train2017/000000515998.jpg,Question: Why might this scene be particularly endearing or amusing? Answer:,"Because in this case, the action is being played out on a dog. Photo: Chris Smead",Because it's a dog,1,"Because in this case, the action is being played out on a dog. Photo: Chris Smead",Because it's a dog
http://images.cocodataset.org/train2017/000000552488.jpg,"Question: Based on the man's posture, what useful advice could you give the tennis player to improve their performance? Answer:",Play on the court first and adjust strategies later,"The player should be standing directly behind the ball, not squatting.",2,"The player should be standing directly behind the ball, not squatting.",Play on the court first and adjust strategies later
http://images.cocodataset.org/train2017/000000280420.jpg,Question: Can you explain how kiteboarding works? Answer:,It's when you put your hands on a board,you can't. Now move on,2,you can't. Now move on,It's when you put your hands on a board
http://images.cocodataset.org/train2017/000000047879.jpg,"Question: Are there any trees in the image? If so, what is their relation to the zebras? Answer:",No trees,Yes,1,No trees,Yes
http://images.cocodataset.org/train2017/000000030693.jpg,"Question: Why might cows be kept in a pasture, and what role do they play in agriculture? Answer:","Cows are fed on grasses, hay and forage – and are kept for breeding, lactation and to give milk – although calves can also be produced by grazing cattle when not breeding","Why might cows be kept in a pasture, and what role do they play in agriculture? Answer: Why might cows be kept in a pasture, and what role do they play in agriculture?",2,"Why might cows be kept in a pasture, and what role do they play in agriculture? Answer: Why might cows be kept in a pasture, and what role do they play in agriculture?","Cows are fed on grasses, hay and forage – and are kept for breeding, lactation and to give milk – although calves can also be produced by grazing cattle when not breeding"
http://images.cocodataset.org/train2017/000000211641.jpg,Question: What can one infer about the location and purpose of these benches? Answer:,They are probably on view of a dock area used for fishing on a pier. This type of scene can be seen on the coast often.,"The scene is in the afternoon, on a sunny beach",2,"The scene is in the afternoon, on a sunny beach",They are probably on view of a dock area used for fishing on a pier. This type of scene can be seen on the coast often.
http://images.cocodataset.org/train2017/000000515229.jpg,Question: What can be inferred about the man's safety measures while on his motorcycle? Answer:,He is probably wearing a helmet,What can be inferred about the man's safety measures while on his motorcycle?,2,What can be inferred about the man's safety measures while on his motorcycle?,He is probably wearing a helmet
http://images.cocodataset.org/train2017/000000571695.jpg,"Question: Could you explain the difference between grizzly bears and brown bears, and their respective habitats? Answer:","brown bears live in warmer climates, while grizzly bears live in colder climates","Brown bears are a subspecies of grizzly bears, and brown bears live in cold climates like northern Canada, Alaska and the American west coast",1,"brown bears live in warmer climates, while grizzly bears live in colder climates","Brown bears are a subspecies of grizzly bears, and brown bears live in cold climates like northern Canada, Alaska and the American west coast"
http://images.cocodataset.org/train2017/000000107782.jpg,Question: What risks or dangers are associated with this activity? Answer:,,,2,,
http://images.cocodataset.org/train2017/000000165071.jpg,Question: How might the arrangement of motorcycles in the parking lot influence the space usage? Answer:,"The best use of space depends on the needs of users and how the space is shared. Answer: No one is going to use more space than others use. There is not really any way to ""optimize"" space, only to share it as",The space usage would be reduced. How? Space is used by the motorcycles.,2,The space usage would be reduced. How? Space is used by the motorcycles.,"The best use of space depends on the needs of users and how the space is shared. Answer: No one is going to use more space than others use. There is not really any way to ""optimize"" space, only to share it as"
http://images.cocodataset.org/train2017/000000175368.jpg,Question: What are some common safety tips and equipment for learning how to skateboard? Answer:,In what should everyone be comfortable with learning to skateboard? Answer: At what skatepark would they like to learn?,There are no universal rules for skateboarding; there are many styles and methods that are used.,2,There are no universal rules for skateboarding; there are many styles and methods that are used.,In what should everyone be comfortable with learning to skateboard? Answer: At what skatepark would they like to learn?
http://images.cocodataset.org/train2017/000000540407.jpg,Question: What might be the possible reasons for the boat being stranded on the sand next to the water? Answer:,,The boat was a fishing boat,2,The boat was a fishing boat,
http://images.cocodataset.org/train2017/000000216827.jpg,Question: What are some possible reasons for people to ride in a horse-drawn carriage in the countryside? Answer:,It was because they were enjoying the beautiful scenery!,Tourists and tourists only,2,Tourists and tourists only,It was because they were enjoying the beautiful scenery!
http://images.cocodataset.org/train2017/000000335624.jpg,Question: How does this image give insight into cattle farming practices? Answer:,All of them are wearing horns,It doesn't! This is a herd of cows grazing in a meadow!,2,It doesn't! This is a herd of cows grazing in a meadow!,All of them are wearing horns
http://images.cocodataset.org/train2017/000000358781.jpg,Question: Explain the visual content of the image in great detail. Answer:,A street scene.,a double decker bus moving down the street,2,a double decker bus moving down the street,A street scene.
http://images.cocodataset.org/train2017/000000388933.jpg,Question: What precautions can be observed in the image that one should take during rainy weather? Answer:,Be careful!,A woman crossing the road with an umbrella,2,A woman crossing the road with an umbrella,Be careful!
http://images.cocodataset.org/train2017/000000213539.jpg,Question: What factors can influence the choice of a beige color scheme for a bathroom? Answer:,"In a bathroom, the design of the toilet or sink is a major influence. A cream-colored ceramic tile may be more suited to a classic or contemporary bathroom, depending on the size of the space.",the bathroom's design,2,the bathroom's design,"In a bathroom, the design of the toilet or sink is a major influence. A cream-colored ceramic tile may be more suited to a classic or contemporary bathroom, depending on the size of the space."
http://images.cocodataset.org/train2017/000000176477.jpg,Question: What technique is used in this image to emphasize the tennis player's movements? Answer:,The opposite,a composite image,2,a composite image,The opposite
http://images.cocodataset.org/train2017/000000254656.jpg,Question: What was the primary purpose of these fighter jets during the time this photo was taken? Answer:,The primary purpose of these fighter jets during the time this photo was taken was aerial combat,to kill people in other planes,2,to kill people in other planes,The primary purpose of these fighter jets during the time this photo was taken was aerial combat
http://images.cocodataset.org/train2017/000000072565.jpg,Question: What is the woman doing near the motorcycles? Answer:,Waiting patiently,She's waiting for her ride,2,She's waiting for her ride,Waiting patiently
http://images.cocodataset.org/train2017/000000115590.jpg,"Question: How popular is skateboarding, and what are some of its benefits? Answer:",The skateboard as a means to a social end,it's not as popular as you might think.,2,it's not as popular as you might think.,The skateboard as a means to a social end
http://images.cocodataset.org/train2017/000000082759.jpg,Question: What is the man doing in the image? Is he giving a speech? Answer:,"No, that's the admiral who ordered the strike","He's in uniform, making a speech",2,"He's in uniform, making a speech","No, that's the admiral who ordered the strike"
