id,question,answer,image_source,category,response
7367,Is there a cake in the image?,no,COCO_val2014_000000115636,random,no
7368,Is there a broccoli in the image?,yes,COCO_val2014_000000280810,random,yes
7369,Is there a parking meter in the image?,no,COCO_val2014_000000280810,random,no
7370,Is there a fork in the image?,yes,COCO_val2014_000000280810,random,yes
7371,Is there a frisbee in the image?,no,COCO_val2014_000000280810,random,yes
7372,Is there a laptop in the image?,yes,COCO_val2014_000000280810,random,yes
7373,Is there a scissors in the image?,no,COCO_val2014_000000280810,random,yes
7374,Is there a backpack in the image?,yes,COCO_val2014_000000037900,random,yes
7375,Is there a banana in the image?,no,COCO_val2014_000000037900,random,no
7376,Is there a handbag in the image?,yes,COCO_val2014_000000037900,random,yes
7377,Is there a cake in the image?,no,COCO_val2014_000000037900,random,no
7378,Is there a knife in the image?,yes,COCO_val2014_000000037900,random,no
7379,Is there a vase in the image?,no,COCO_val2014_000000037900,random,no
7380,Is there a traffic light in the image?,yes,COCO_val2014_000000534516,random,no
7381,Is there a bench in the image?,no,COCO_val2014_000000534516,random,no
7382,Is there a person in the image?,yes,COCO_val2014_000000534516,random,no
7383,Is there a bicycle in the image?,no,COCO_val2014_000000534516,random,no
7384,Is there a tie in the image?,yes,COCO_val2014_000000534516,random,no
7385,Is there a dining table in the image?,no,COCO_val2014_000000534516,random,no
7386,Is there a bowl in the image?,yes,COCO_val2014_000000123017,random,yes
7387,Is there a scissors in the image?,no,COCO_val2014_000000123017,random,yes
7388,Is there a dining table in the image?,yes,COCO_val2014_000000123017,random,yes
7389,Is there an elephant in the image?,no,COCO_val2014_000000123017,random,no
7390,Is there a chair in the image?,yes,COCO_val2014_000000123017,random,yes
7391,Is there a toilet in the image?,no,COCO_val2014_000000123017,random,yes
7392,Is there a person in the image?,yes,COCO_val2014_000000316237,random,no
7393,Is there a chair in the image?,no,COCO_val2014_000000316237,random,no
7394,Is there a handbag in the image?,yes,COCO_val2014_000000316237,random,no
7395,Is there a wine glass in the image?,no,COCO_val2014_000000316237,random,no
7396,Is there a cell phone in the image?,yes,COCO_val2014_000000316237,random,yes
7397,Is there a spoon in the image?,no,COCO_val2014_000000316237,random,no
7398,Is there a backpack in the image?,yes,COCO_val2014_000000463522,random,no
7399,Is there a clock in the image?,no,COCO_val2014_000000463522,random,no
7400,Is there a person in the image?,yes,COCO_val2014_000000463522,random,no
7401,Is there a teddy bear in the image?,no,COCO_val2014_000000463522,random,no
7402,Is there a dog in the image?,yes,COCO_val2014_000000463522,random,no
7403,Is there a bed in the image?,no,COCO_val2014_000000463522,random,no
7404,Is there a backpack in the image?,yes,COCO_val2014_000000511341,random,no
7405,Is there a tie in the image?,no,COCO_val2014_000000511341,random,no
7406,Is there a person in the image?,yes,COCO_val2014_000000511341,random,yes
7407,Is there a laptop in the image?,no,COCO_val2014_000000511341,random,no
7408,Is there a handbag in the image?,yes,COCO_val2014_000000511341,random,yes
7409,Is there a sports ball in the image?,no,COCO_val2014_000000511341,random,no
7410,Is there a bottle in the image?,yes,COCO_val2014_000000200583,random,yes
7411,Is there a train in the image?,no,COCO_val2014_000000200583,random,no
7412,Is there a boat in the image?,yes,COCO_val2014_000000200583,random,no
7413,Is there a frisbee in the image?,no,COCO_val2014_000000200583,random,yes
7414,Is there a bench in the image?,yes,COCO_val2014_000000200583,random,yes
7415,Is there a carrot in the image?,no,COCO_val2014_000000200583,random,no
7416,Is there a truck in the image?,yes,COCO_val2014_000000424585,random,yes
7417,Is there a scissors in the image?,no,COCO_val2014_000000424585,random,yes
7418,Is there a car in the image?,yes,COCO_val2014_000000424585,random,yes
7419,Is there a toaster in the image?,no,COCO_val2014_000000424585,random,no
7420,Is there a person in the image?,yes,COCO_val2014_000000424585,random,no
7421,Is there a snowboard in the image?,no,COCO_val2014_000000424585,random,no
7422,Is there a clock in the image?,yes,COCO_val2014_000000100215,random,yes
7423,Is there a cake in the image?,no,COCO_val2014_000000100215,random,no
7424,Is there a bed in the image?,yes,COCO_val2014_000000100215,random,yes
7425,Is there a hot dog in the image?,no,COCO_val2014_000000100215,random,no
7426,Is there a bottle in the image?,yes,COCO_val2014_000000100215,random,yes
7427,Is there a tv in the image?,no,COCO_val2014_000000100215,random,yes
7428,Is there a tv in the image?,yes,COCO_val2014_000000017379,random,yes
7429,Is there an apple in the image?,no,COCO_val2014_000000017379,random,no
7430,Is there a sink in the image?,yes,COCO_val2014_000000017379,random,yes
7431,Is there a fork in the image?,no,COCO_val2014_000000017379,random,no
7432,Is there a person in the image?,yes,COCO_val2014_000000017379,random,no
7433,Is there a tie in the image?,no,COCO_val2014_000000017379,random,no
7434,Is there a bowl in the image?,yes,COCO_val2014_000000511622,random,yes
7435,Is there an oven in the image?,no,COCO_val2014_000000511622,random,no
7436,Is there a scissors in the image?,yes,COCO_val2014_000000511622,random,no
7437,Is there a refrigerator in the image?,no,COCO_val2014_000000511622,random,no
7438,Is there a person in the image?,yes,COCO_val2014_000000511622,random,yes
7439,Is there a wine glass in the image?,no,COCO_val2014_000000511622,random,yes
7440,Is there a tv in the image?,yes,COCO_val2014_000000407386,random,no
7441,Is there a bear in the image?,no,COCO_val2014_000000407386,random,no
7442,Is there a laptop in the image?,yes,COCO_val2014_000000407386,random,yes
7443,Is there a scissors in the image?,no,COCO_val2014_000000407386,random,no
7444,Is there a dining table in the image?,yes,COCO_val2014_000000407386,random,no
7445,Is there a toilet in the image?,no,COCO_val2014_000000407386,random,no
7446,Is there a spoon in the image?,yes,COCO_val2014_000000039516,random,yes
7447,Is there a tv in the image?,no,COCO_val2014_000000039516,random,yes
7448,Is there an orange in the image?,yes,COCO_val2014_000000039516,random,yes
7449,Is there a parking meter in the image?,no,COCO_val2014_000000039516,random,yes
7450,Is there a cake in the image?,yes,COCO_val2014_000000039516,random,yes
7451,Is there a refrigerator in the image?,no,COCO_val2014_000000039516,random,yes
7452,Is there a sink in the image?,yes,COCO_val2014_000000018918,random,yes
7453,Is there a laptop in the image?,no,COCO_val2014_000000018918,random,no
7454,Is there a bowl in the image?,yes,COCO_val2014_000000018918,random,yes
7455,Is there a car in the image?,no,COCO_val2014_000000018918,random,no
7456,Is there an oven in the image?,yes,COCO_val2014_000000018918,random,yes
7457,Is there a cow in the image?,no,COCO_val2014_000000018918,random,no
7458,Is there a person in the image?,yes,COCO_val2014_000000115626,random,yes
7459,Is there a toothbrush in the image?,no,COCO_val2014_000000115626,random,yes
7460,Is there a motorcycle in the image?,yes,COCO_val2014_000000115626,random,yes
7461,Is there a baseball glove in the image?,no,COCO_val2014_000000115626,random,no
7462,Is there a parking meter in the image?,yes,COCO_val2014_000000115626,random,yes
7463,Is there a pizza in the image?,no,COCO_val2014_000000115626,random,no
7464,Is there a traffic light in the image?,yes,COCO_val2014_000000391735,random,yes
7465,Is there a handbag in the image?,no,COCO_val2014_000000391735,random,yes
7466,Is there a toothbrush in the image?,yes,COCO_val2014_000000391735,random,yes
7467,Is there a stop sign in the image?,no,COCO_val2014_000000391735,random,yes
7468,Is there a person in the image?,yes,COCO_val2014_000000391735,random,yes
7469,Is there a skateboard in the image?,no,COCO_val2014_000000391735,random,yes
7470,Is there a chair in the image?,yes,COCO_val2014_000000236370,random,yes
7471,Is there a stop sign in the image?,no,COCO_val2014_000000236370,random,no
7472,Is there a person in the image?,yes,COCO_val2014_000000236370,random,yes
7473,Is there a car in the image?,no,COCO_val2014_000000236370,random,no
7474,Is there a book in the image?,yes,COCO_val2014_000000236370,random,yes
7475,Is there an apple in the image?,no,COCO_val2014_000000236370,random,yes
7476,Is there a snowboard in the image?,yes,COCO_val2014_000000463542,random,yes
7477,Is there a broccoli in the image?,no,COCO_val2014_000000463542,random,no
7478,Is there a skis in the image?,yes,COCO_val2014_000000463542,random,yes
7479,Is there a book in the image?,no,COCO_val2014_000000463542,random,no
7480,Is there a person in the image?,yes,COCO_val2014_000000463542,random,no
7481,Is there a microwave in the image?,no,COCO_val2014_000000463542,random,no
7482,Is there a person in the image?,yes,COCO_val2014_000000377352,random,yes
7483,Is there a knife in the image?,no,COCO_val2014_000000377352,random,no
7484,Is there a motorcycle in the image?,yes,COCO_val2014_000000377352,random,yes
7485,Is there a suitcase in the image?,no,COCO_val2014_000000377352,random,no
7486,Is there a car in the image?,yes,COCO_val2014_000000377352,random,yes
7487,Is there a donut in the image?,no,COCO_val2014_000000377352,random,no
7488,Is there a snowboard in the image?,yes,COCO_val2014_000000302405,random,yes
7489,Is there a cake in the image?,no,COCO_val2014_000000302405,random,no
7490,Is there a backpack in the image?,yes,COCO_val2014_000000302405,random,no
7491,Is there a scissors in the image?,no,COCO_val2014_000000302405,random,no
7492,Is there a person in the image?,yes,COCO_val2014_000000302405,random,yes
7493,Is there a skateboard in the image?,no,COCO_val2014_000000302405,random,yes
7494,Is there a baseball glove in the image?,yes,COCO_val2014_000000554328,random,yes
7495,Is there a bear in the image?,no,COCO_val2014_000000554328,random,no
7496,Is there a person in the image?,yes,COCO_val2014_000000554328,random,yes
7497,Is there a carrot in the image?,no,COCO_val2014_000000554328,random,yes
7498,Is there a sports ball in the image?,yes,COCO_val2014_000000554328,random,no
7499,Is there a broccoli in the image?,no,COCO_val2014_000000554328,random,no
7500,Is there a spoon in the image?,yes,COCO_val2014_000000384040,random,yes
7501,Is there a giraffe in the image?,no,COCO_val2014_000000384040,random,no
7502,Is there a dining table in the image?,yes,COCO_val2014_000000384040,random,yes
7503,Is there a sports ball in the image?,no,COCO_val2014_000000384040,random,yes
7504,Is there a knife in the image?,yes,COCO_val2014_000000384040,random,yes
7505,Is there an oven in the image?,no,COCO_val2014_000000384040,random,no
7506,Is there a clock in the image?,yes,COCO_val2014_000000023731,random,no
7507,Is there a surfboard in the image?,no,COCO_val2014_000000023731,random,no
7508,Is there a dining table in the image?,yes,COCO_val2014_000000023731,random,yes
7509,Is there a bowl in the image?,no,COCO_val2014_000000023731,random,no
7510,Is there a chair in the image?,yes,COCO_val2014_000000023731,random,yes
7511,Is there a donut in the image?,no,COCO_val2014_000000023731,random,no
7512,Is there a person in the image?,yes,COCO_val2014_000000463640,random,yes
7513,Is there an airplane in the image?,no,COCO_val2014_000000463640,random,no
7514,Is there a wine glass in the image?,yes,COCO_val2014_000000463640,random,yes
7515,Is there a skis in the image?,no,COCO_val2014_000000463640,random,yes
7516,Is there a dining table in the image?,yes,COCO_val2014_000000463640,random,yes
7517,Is there a tv in the image?,no,COCO_val2014_000000463640,random,yes
7518,Is there a potted plant in the image?,yes,COCO_val2014_000000365822,random,yes
7519,Is there a cell phone in the image?,no,COCO_val2014_000000365822,random,no
7520,Is there a bottle in the image?,yes,COCO_val2014_000000365822,random,yes
7521,Is there a tie in the image?,no,COCO_val2014_000000365822,random,no
7522,Is there a chair in the image?,yes,COCO_val2014_000000365822,random,yes
7523,Is there a horse in the image?,no,COCO_val2014_000000365822,random,no
7524,Is there a baseball glove in the image?,yes,COCO_val2014_000000524979,random,yes
7525,Is there a banana in the image?,no,COCO_val2014_000000524979,random,no
7526,Is there a person in the image?,yes,COCO_val2014_000000524979,random,yes
7527,Is there a suitcase in the image?,no,COCO_val2014_000000524979,random,yes
7528,Is there a sports ball in the image?,yes,COCO_val2014_000000524979,random,yes
7529,Is there a donut in the image?,no,COCO_val2014_000000524979,random,no
7530,Is there a handbag in the image?,yes,COCO_val2014_000000070813,random,no
7531,Is there a zebra in the image?,no,COCO_val2014_000000070813,random,no
7532,Is there a bed in the image?,yes,COCO_val2014_000000070813,random,yes
7533,Is there a kite in the image?,no,COCO_val2014_000000070813,random,no
7534,Is there a bottle in the image?,yes,COCO_val2014_000000070813,random,yes
7535,Is there a cell phone in the image?,no,COCO_val2014_000000070813,random,no
7536,Is there a sandwich in the image?,yes,COCO_val2014_000000318209,random,yes
7537,Is there a knife in the image?,no,COCO_val2014_000000318209,random,yes
7538,Is there a fork in the image?,yes,COCO_val2014_000000318209,random,yes
7539,Is there a toothbrush in the image?,no,COCO_val2014_000000318209,random,yes
7540,Is there a dining table in the image?,yes,COCO_val2014_000000318209,random,yes
7541,Is there an orange in the image?,no,COCO_val2014_000000318209,random,yes
7542,Is there a bird in the image?,yes,COCO_val2014_000000016775,random,yes
7543,Is there a toilet in the image?,no,COCO_val2014_000000016775,random,yes
7544,Is there a truck in the image?,yes,COCO_val2014_000000016775,random,yes
7545,Is there a book in the image?,no,COCO_val2014_000000016775,random,no
7546,Is there a person in the image?,yes,COCO_val2014_000000016775,random,no
7547,Is there a cell phone in the image?,no,COCO_val2014_000000016775,random,yes
7548,Is there a truck in the image?,yes,COCO_val2014_000000015338,random,yes
7549,Is there a microwave in the image?,no,COCO_val2014_000000015338,random,yes
7550,Is there a person in the image?,yes,COCO_val2014_000000015338,random,no
7551,Is there a remote in the image?,no,COCO_val2014_000000015338,random,yes
7552,Is there a sports ball in the image?,yes,COCO_val2014_000000015338,random,yes
7553,Is there a book in the image?,no,COCO_val2014_000000015338,random,no
7554,Is there a backpack in the image?,yes,COCO_val2014_000000441156,random,yes
7555,Is there an airplane in the image?,no,COCO_val2014_000000441156,random,no
7556,Is there a person in the image?,yes,COCO_val2014_000000441156,random,yes
7557,Is there a tennis racket in the image?,no,COCO_val2014_000000441156,random,no
7558,Is there an elephant in the image?,yes,COCO_val2014_000000441156,random,yes
7559,Is there a toaster in the image?,no,COCO_val2014_000000441156,random,no
7560,Is there a person in the image?,yes,COCO_val2014_000000408757,random,yes
7561,Is there a donut in the image?,no,COCO_val2014_000000408757,random,no
7562,Is there a kite in the image?,yes,COCO_val2014_000000408757,random,yes
7563,Is there a remote in the image?,no,COCO_val2014_000000408757,random,no
7564,Is there an umbrella in the image?,yes,COCO_val2014_000000408757,random,yes
7565,Is there a suitcase in the image?,no,COCO_val2014_000000408757,random,no
7566,Is there a person in the image?,yes,COCO_val2014_000000550691,random,no
7567,Is there an orange in the image?,no,COCO_val2014_000000550691,random,yes
7568,Is there a car in the image?,yes,COCO_val2014_000000550691,random,yes
7569,Is there a suitcase in the image?,no,COCO_val2014_000000550691,random,yes
7570,Is there a bus in the image?,yes,COCO_val2014_000000550691,random,yes
7571,Is there a frisbee in the image?,no,COCO_val2014_000000550691,random,yes
7572,Is there a banana in the image?,yes,COCO_val2014_000000204100,random,yes
7573,Is there a fire hydrant in the image?,no,COCO_val2014_000000204100,random,no
7574,Is there a person in the image?,yes,COCO_val2014_000000204100,random,yes
7575,Is there a couch in the image?,no,COCO_val2014_000000204100,random,no
7576,Is there a bowl in the image?,yes,COCO_val2014_000000204100,random,yes
7577,Is there a car in the image?,no,COCO_val2014_000000204100,random,no
7578,Is there a person in the image?,yes,COCO_val2014_000000468169,random,yes
7579,Is there an oven in the image?,no,COCO_val2014_000000468169,random,no
7580,Is there a bench in the image?,yes,COCO_val2014_000000468169,random,yes
7581,Is there a parking meter in the image?,no,COCO_val2014_000000468169,random,yes
7582,Is there a sports ball in the image?,yes,COCO_val2014_000000468169,random,no
7583,Is there a donut in the image?,no,COCO_val2014_000000468169,random,no
7584,Is there a bowl in the image?,yes,COCO_val2014_000000198312,random,no
7585,Is there a mouse in the image?,no,COCO_val2014_000000198312,random,no
7586,Is there a couch in the image?,yes,COCO_val2014_000000198312,random,yes
7587,Is there a cell phone in the image?,no,COCO_val2014_000000198312,random,no
7588,Is there a potted plant in the image?,yes,COCO_val2014_000000198312,random,yes
7589,Is there a toilet in the image?,no,COCO_val2014_000000198312,random,yes
7590,Is there a person in the image?,yes,COCO_val2014_000000485485,random,no
7591,Is there a sports ball in the image?,no,COCO_val2014_000000485485,random,no
7592,Is there a car in the image?,yes,COCO_val2014_000000485485,random,no
7593,Is there a horse in the image?,no,COCO_val2014_000000485485,random,no
7594,Is there an elephant in the image?,yes,COCO_val2014_000000485485,random,yes
7595,Is there a clock in the image?,no,COCO_val2014_000000485485,random,no
7596,Is there a backpack in the image?,yes,COCO_val2014_000000309371,random,no
7597,Is there a giraffe in the image?,no,COCO_val2014_000000309371,random,yes
7598,Is there a person in the image?,yes,COCO_val2014_000000309371,random,no
7599,Is there a potted plant in the image?,no,COCO_val2014_000000309371,random,yes
7600,Is there a bench in the image?,yes,COCO_val2014_000000309371,random,yes
7601,Is there a snowboard in the image?,no,COCO_val2014_000000309371,random,no
7602,Is there a bird in the image?,yes,COCO_val2014_000000472143,random,yes
7603,Is there a baseball glove in the image?,no,COCO_val2014_000000472143,random,no
7604,Is there a person in the image?,yes,COCO_val2014_000000472143,random,yes
7605,Is there a potted plant in the image?,no,COCO_val2014_000000472143,random,no
7606,Is there a dining table in the image?,yes,COCO_val2014_000000472143,random,no
7607,Is there a frisbee in the image?,no,COCO_val2014_000000472143,random,yes
7608,Is there a person in the image?,yes,COCO_val2014_000000236023,random,yes
7609,Is there a dining table in the image?,no,COCO_val2014_000000236023,random,no
7610,Is there a clock in the image?,yes,COCO_val2014_000000236023,random,no
7611,Is there a truck in the image?,no,COCO_val2014_000000236023,random,no
7612,Is there a bottle in the image?,yes,COCO_val2014_000000236023,random,yes
7613,Is there a bird in the image?,no,COCO_val2014_000000236023,random,no
7614,Is there a snowboard in the image?,yes,COCO_val2014_000000214244,random,yes
7615,Is there a fork in the image?,no,COCO_val2014_000000214244,random,yes
7616,Is there a person in the image?,yes,COCO_val2014_000000214244,random,yes
7617,Is there a sandwich in the image?,no,COCO_val2014_000000214244,random,no
7618,Is there a skis in the image?,yes,COCO_val2014_000000214244,random,yes
7619,Is there a spoon in the image?,no,COCO_val2014_000000214244,random,yes
7620,Is there a motorcycle in the image?,yes,COCO_val2014_000000397665,random,yes
7621,Is there a baseball bat in the image?,no,COCO_val2014_000000397665,random,no
7622,Is there a person in the image?,yes,COCO_val2014_000000397665,random,yes
7623,Is there a toilet in the image?,no,COCO_val2014_000000397665,random,no
7624,Is there a handbag in the image?,yes,COCO_val2014_000000397665,random,yes
7625,Is there a toothbrush in the image?,no,COCO_val2014_000000397665,random,yes
7626,Is there a bowl in the image?,yes,COCO_val2014_000000183965,random,yes
7627,Is there a broccoli in the image?,no,COCO_val2014_000000183965,random,yes
7628,Is there a sandwich in the image?,yes,COCO_val2014_000000183965,random,yes
7629,Is there a frisbee in the image?,no,COCO_val2014_000000183965,random,yes
7630,Is there a hot dog in the image?,yes,COCO_val2014_000000183965,random,yes
7631,Is there a suitcase in the image?,no,COCO_val2014_000000183965,random,yes
7632,Is there a person in the image?,yes,COCO_val2014_000000499105,random,no
7633,Is there a tv in the image?,no,COCO_val2014_000000499105,random,no
7634,Is there a sports ball in the image?,yes,COCO_val2014_000000499105,random,no
7635,Is there a book in the image?,no,COCO_val2014_000000499105,random,no
7636,Is there a tennis racket in the image?,yes,COCO_val2014_000000499105,random,yes
7637,Is there a hot dog in the image?,no,COCO_val2014_000000499105,random,no
7638,Is there a baseball glove in the image?,yes,COCO_val2014_000000259755,random,yes
7639,Is there a skateboard in the image?,no,COCO_val2014_000000259755,random,yes
7640,Is there a person in the image?,yes,COCO_val2014_000000259755,random,yes
7641,Is there a cat in the image?,no,COCO_val2014_000000259755,random,no
7642,Is there a sports ball in the image?,yes,COCO_val2014_000000259755,random,yes
7643,Is there a knife in the image?,no,COCO_val2014_000000259755,random,no
7644,Is there a chair in the image?,yes,COCO_val2014_000000281028,random,yes
7645,Is there a truck in the image?,no,COCO_val2014_000000281028,random,yes
7646,Is there a person in the image?,yes,COCO_val2014_000000281028,random,no
7647,Is there a wine glass in the image?,no,COCO_val2014_000000281028,random,no
7648,Is there a train in the image?,yes,COCO_val2014_000000281028,random,yes
7649,Is there a book in the image?,no,COCO_val2014_000000281028,random,no
7650,Is there a baseball glove in the image?,yes,COCO_val2014_000000199122,random,yes
7651,Is there a cake in the image?,no,COCO_val2014_000000199122,random,yes
7652,Is there a person in the image?,yes,COCO_val2014_000000199122,random,no
7653,Is there a refrigerator in the image?,no,COCO_val2014_000000199122,random,yes
7654,Is there a sports ball in the image?,yes,COCO_val2014_000000199122,random,yes
7655,Is there a cat in the image?,no,COCO_val2014_000000199122,random,yes
7656,Is there a bottle in the image?,yes,COCO_val2014_000000442809,random,yes
7657,Is there a kite in the image?,no,COCO_val2014_000000442809,random,yes
7658,Is there a cake in the image?,yes,COCO_val2014_000000442809,random,yes
7659,Is there an orange in the image?,no,COCO_val2014_000000442809,random,yes
7660,Is there a cup in the image?,yes,COCO_val2014_000000442809,random,yes
7661,Is there a toilet in the image?,no,COCO_val2014_000000442809,random,yes
7662,Is there a person in the image?,yes,COCO_val2014_000000482829,random,yes
7663,Is there a suitcase in the image?,no,COCO_val2014_000000482829,random,yes
7664,Is there a sports ball in the image?,yes,COCO_val2014_000000482829,random,yes
7665,Is there a skis in the image?,no,COCO_val2014_000000482829,random,yes
7666,Is there a tennis racket in the image?,yes,COCO_val2014_000000482829,random,yes
7667,Is there a book in the image?,no,COCO_val2014_000000482829,random,yes
7668,Is there a clock in the image?,yes,COCO_val2014_000000097994,random,yes
7669,Is there a toothbrush in the image?,no,COCO_val2014_000000097994,random,yes
7670,Is there a laptop in the image?,yes,COCO_val2014_000000097994,random,yes
7671,Is there a kite in the image?,no,COCO_val2014_000000097994,random,yes
7672,Is there a dining table in the image?,yes,COCO_val2014_000000097994,random,no
7673,Is there a skateboard in the image?,no,COCO_val2014_000000097994,random,yes
7674,Is there a tv in the image?,yes,COCO_val2014_000000246999,random,no
7675,Is there a hot dog in the image?,no,COCO_val2014_000000246999,random,no
7676,Is there a clock in the image?,yes,COCO_val2014_000000246999,random,yes
7677,Is there a suitcase in the image?,no,COCO_val2014_000000246999,random,no
7678,Is there a couch in the image?,yes,COCO_val2014_000000246999,random,yes
7679,Is there a surfboard in the image?,no,COCO_val2014_000000246999,random,no
7680,Is there a snowboard in the image?,yes,COCO_val2014_000000338291,random,yes
7681,Is there a carrot in the image?,no,COCO_val2014_000000338291,random,no
7682,Is there a backpack in the image?,yes,COCO_val2014_000000338291,random,yes
7683,Is there a truck in the image?,no,COCO_val2014_000000338291,random,no
7684,Is there a person in the image?,yes,COCO_val2014_000000338291,random,yes
7685,Is there a cell phone in the image?,no,COCO_val2014_000000338291,random,yes
7686,Is there a truck in the image?,yes,COCO_val2014_000000331366,random,no
7687,Is there a bottle in the image?,no,COCO_val2014_000000331366,random,no
7688,Is there a person in the image?,yes,COCO_val2014_000000331366,random,yes
7689,Is there a banana in the image?,no,COCO_val2014_000000331366,random,no
7690,Is there a bicycle in the image?,yes,COCO_val2014_000000331366,random,yes
7691,Is there a boat in the image?,no,COCO_val2014_000000331366,random,no
7692,Is there a snowboard in the image?,yes,COCO_val2014_000000348524,random,yes
7693,Is there a bottle in the image?,no,COCO_val2014_000000348524,random,yes
7694,Is there a person in the image?,yes,COCO_val2014_000000348524,random,yes
7695,Is there a cat in the image?,no,COCO_val2014_000000348524,random,no
7696,Is there a skis in the image?,yes,COCO_val2014_000000348524,random,yes
7697,Is there a backpack in the image?,no,COCO_val2014_000000348524,random,yes
7698,Is there a sandwich in the image?,yes,COCO_val2014_000000108189,random,yes
7699,Is there a clock in the image?,no,COCO_val2014_000000108189,random,no
7700,Is there a fork in the image?,yes,COCO_val2014_000000108189,random,yes
7701,Is there a refrigerator in the image?,no,COCO_val2014_000000108189,random,yes
7702,Is there a dining table in the image?,yes,COCO_val2014_000000108189,random,yes
7703,Is there an umbrella in the image?,no,COCO_val2014_000000108189,random,no
7704,Is there a tv in the image?,yes,COCO_val2014_000000301575,random,yes
7705,Is there a toilet in the image?,no,COCO_val2014_000000301575,random,no
7706,Is there a person in the image?,yes,COCO_val2014_000000301575,random,no
7707,Is there a toothbrush in the image?,no,COCO_val2014_000000301575,random,no
7708,Is there a couch in the image?,yes,COCO_val2014_000000301575,random,no
7709,Is there a cow in the image?,no,COCO_val2014_000000301575,random,no
7710,Is there a baseball glove in the image?,yes,COCO_val2014_000000239773,random,no
7711,Is there a skis in the image?,no,COCO_val2014_000000239773,random,yes
7712,Is there a person in the image?,yes,COCO_val2014_000000239773,random,yes
7713,Is there a train in the image?,no,COCO_val2014_000000239773,random,no
7714,Is there a sports ball in the image?,yes,COCO_val2014_000000239773,random,yes
7715,Is there a spoon in the image?,no,COCO_val2014_000000239773,random,yes
7716,Is there a person in the image?,yes,COCO_val2014_000000354976,random,yes
7717,Is there a giraffe in the image?,no,COCO_val2014_000000354976,random,no
7718,Is there a clock in the image?,yes,COCO_val2014_000000354976,random,yes
7719,Is there a tie in the image?,no,COCO_val2014_000000354976,random,yes
7720,Is there a laptop in the image?,yes,COCO_val2014_000000354976,random,yes
7721,Is there a truck in the image?,no,COCO_val2014_000000354976,random,no
7722,Is there a person in the image?,yes,COCO_val2014_000000473199,random,yes
7723,Is there a knife in the image?,no,COCO_val2014_000000473199,random,no
7724,Is there a handbag in the image?,yes,COCO_val2014_000000473199,random,yes
7725,Is there a sports ball in the image?,no,COCO_val2014_000000473199,random,yes
7726,Is there a potted plant in the image?,yes,COCO_val2014_000000473199,random,yes
7727,Is there a bench in the image?,no,COCO_val2014_000000473199,random,yes
7728,Is there a backpack in the image?,yes,COCO_val2014_000000311759,random,no
7729,Is there an orange in the image?,no,COCO_val2014_000000311759,random,no
7730,Is there a teddy bear in the image?,yes,COCO_val2014_000000311759,random,yes
7731,Is there a traffic light in the image?,no,COCO_val2014_000000311759,random,no
7732,Is there a bear in the image?,yes,COCO_val2014_000000311759,random,yes
7733,Is there a sheep in the image?,no,COCO_val2014_000000311759,random,no
7734,Is there a dog in the image?,yes,COCO_val2014_000000431615,random,no
7735,Is there a bed in the image?,no,COCO_val2014_000000431615,random,no
7736,Is there a person in the image?,yes,COCO_val2014_000000431615,random,yes
7737,Is there a motorcycle in the image?,no,COCO_val2014_000000431615,random,no
7738,Is there a boat in the image?,yes,COCO_val2014_000000431615,random,yes
7739,Is there a bottle in the image?,no,COCO_val2014_000000431615,random,yes
7740,Is there a car in the image?,yes,COCO_val2014_000000343401,random,no
7741,Is there a pizza in the image?,no,COCO_val2014_000000343401,random,no
7742,Is there a dog in the image?,yes,COCO_val2014_000000343401,random,yes
7743,Is there a sink in the image?,no,COCO_val2014_000000343401,random,no
7744,Is there a person in the image?,yes,COCO_val2014_000000343401,random,no
7745,Is there a stop sign in the image?,no,COCO_val2014_000000343401,random,no
7746,Is there a banana in the image?,yes,COCO_val2014_000000246199,random,yes
7747,Is there a dog in the image?,no,COCO_val2014_000000246199,random,no
7748,Is there an orange in the image?,yes,COCO_val2014_000000246199,random,yes
7749,Is there a snowboard in the image?,no,COCO_val2014_000000246199,random,yes
7750,Is there a dining table in the image?,yes,COCO_val2014_000000246199,random,yes
7751,Is there a keyboard in the image?,no,COCO_val2014_000000246199,random,yes
7752,Is there a bird in the image?,yes,COCO_val2014_000000372009,random,yes
7753,Is there a horse in the image?,no,COCO_val2014_000000372009,random,no
7754,Is there a bed in the image?,yes,COCO_val2014_000000372009,random,yes
7755,Is there a toilet in the image?,no,COCO_val2014_000000372009,random,no
7756,Is there a teddy bear in the image?,yes,COCO_val2014_000000372009,random,yes
7757,Is there a suitcase in the image?,no,COCO_val2014_000000372009,random,yes
7758,Is there a banana in the image?,yes,COCO_val2014_000000346707,random,yes
7759,Is there a kite in the image?,no,COCO_val2014_000000346707,random,yes
7760,Is there a bowl in the image?,yes,COCO_val2014_000000346707,random,yes
7761,Is there a horse in the image?,no,COCO_val2014_000000346707,random,yes
7762,Is there a person in the image?,yes,COCO_val2014_000000346707,random,no
7763,Is there a toothbrush in the image?,no,COCO_val2014_000000346707,random,yes
7764,Is there a person in the image?,yes,COCO_val2014_000000501898,random,no
7765,Is there a bowl in the image?,no,COCO_val2014_000000501898,random,no
7766,Is there a sports ball in the image?,yes,COCO_val2014_000000501898,random,no
7767,Is there a broccoli in the image?,no,COCO_val2014_000000501898,random,no
7768,Is there a tennis racket in the image?,yes,COCO_val2014_000000501898,random,yes
